,Station_ID,Station Name,FSQ_ID,Venue Name,Latitude,Longitude,Distance,Address,Category name,Rating,Popularity,Price,Total Photos,Total Ratings,Total Tips
5,ebc551adb0fc1a684f4080e4954a9ba4,0240 2nd & Commercial,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,163,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
6,ebc551adb0fc1a684f4080e4954a9ba4,0240 2nd & Commercial,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,282,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
7,ebc551adb0fc1a684f4080e4954a9ba4,0240 2nd & Commercial,5ae13f85c97f28002c732bd7,Toscani Coffee Bar,49.272609,-123.069787,346,"1321 Commercial Dr, Vancouver BC V5L 3X5",Coffee Shop,,0.31950409047628303,1.0,,,
8,ebc551adb0fc1a684f4080e4954a9ba4,0240 2nd & Commercial,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,401,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
9,ebc551adb0fc1a684f4080e4954a9ba4,0240 2nd & Commercial,4d4de106d6f3224bc258a1a6,Cafe du Soleil,49.27229,-123.069841,414,"1393 Commercial Dr (kitchener street), Vancouver BC V5L 3X5",Café,7.4,0.8341656788636055,2.0,6.0,9.0,4.0
0,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,32,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
1,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,102,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
2,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,108,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
3,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,183,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
4,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,216,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
5,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,219,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
6,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,272,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
7,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,56a02aab498e82754df82099,The Drive Pharmacy,49.269849,-123.069391,310,"1684 Commercial Dr (First Ave), Vancouver BC V5L 3Y4",Health and Medicine,7.0,0.8145003011989662,1.0,3.0,9.0,1.0
8,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,5ae13f85c97f28002c732bd7,Toscani Coffee Bar,49.272609,-123.069787,529,"1321 Commercial Dr, Vancouver BC V5L 3X5",Coffee Shop,,0.31950409047628303,1.0,,,
9,6eaa02e5bcf78db5386683d38fa2dabd,0241 4th & Commercial,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,567,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
0,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,197,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
1,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,206,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
2,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,207,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
3,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,325,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
4,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,440,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
5,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,523,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
6,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,599,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
7,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,632,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
8,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,688,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
9,983e58671adcc67af94457d7887dbb15,0242 8th & Commercial,56a02aab498e82754df82099,The Drive Pharmacy,49.269849,-123.069391,726,"1684 Commercial Dr (First Ave), Vancouver BC V5L 3Y4",Health and Medicine,7.0,0.8145003011989662,1.0,3.0,9.0,1.0
0,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,24,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
1,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,118,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
2,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,401,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
3,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,523,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
4,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,640,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
5,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,724,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
6,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,800,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
7,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,835,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
8,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,5649084d498efa9517d6db12,Chance Cafe,49.253925,-123.067799,839,"3424 Commercial St (Victoria Diversion), Vancouver BC V5N 4E9",Café,,0.9382250636404267,1.0,,,
9,797ff1725f8d2b18337de51e240ff60d,0244 10th & Commercial,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,889,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
0,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,237,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
1,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,371,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
2,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,511,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
3,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,618,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
4,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,719,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
5,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,798,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
6,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,869,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
7,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,895,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
8,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,5649084d498efa9517d6db12,Chance Cafe,49.253925,-123.067799,913,"3424 Commercial St (Victoria Diversion), Vancouver BC V5N 4E9",Café,,0.9382250636404267,1.0,,,
9,277b4b4881bdb7dac73012672179def8,0245 Woodland & 10th,5ee2734322df7764161bad01,Tim Hortons,49.266273,-123.084421,954,"889 Great Northern Way, Vancouver BC V5T 1E1","Cafes, Coffee, and Tea Houses",6.4,0.9824138668117604,1.0,0.0,2.0,1.0
0,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,5ee2734322df7764161bad01,Tim Hortons,49.266273,-123.084421,484,"889 Great Northern Way, Vancouver BC V5T 1E1","Cafes, Coffee, and Tea Houses",6.4,0.9824138668117604,1.0,0.0,2.0,1.0
1,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,5745e458498ed0532a5b6849,The Paper Crane,49.262688,-123.092066,764,"531 Broadway E, Vancouver BC V5T 1X4",Café,5.5,0.8254794893220109,1.0,10.0,8.0,2.0
2,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,805,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
3,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,5b5e23ffc03635002c19648e,Kafka’s Coffee,49.267208,-123.090178,851,"577 Great Northern Way, Vancouver BC V5T 1E1",Café,,0.9567245098229727,1.0,,,
4,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,4f1995afe4b00583e823ffc4,Matchstick Coffee,49.257296,-123.090229,866,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",Café,9.0,0.9855424496220438,2.0,251.0,233.0,53.0
5,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,912,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
6,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,926,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
7,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,969,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
8,e1ff428dadc7c32141b9d89a7b56728a,0246 Glen & Broadway,60c0e6aabc1aaf0666085360,Nemesis Coffee,49.267058,-123.092687,971,"555 Great Northern Way (btwn Thornton & Carolina), Vancouver BC V5T 1E2",Coffee Shop,8.4,0.9968131206156118,1.0,31.0,16.0,4.0
0,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,5745e458498ed0532a5b6849,The Paper Crane,49.262688,-123.092066,87,"531 Broadway E, Vancouver BC V5T 1X4",Café,5.5,0.8254794893220109,1.0,10.0,8.0,2.0
1,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,60a043e212bf755814f90df1,Cin City Donuts,49.262959,-123.098328,387,"327 Broadway E, Vancouver BC V5T 1W5",Donut Shop,,0.40444219894677524,1.0,,,
2,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,4b05e5eff964a5205ee522e3,Starbucks,49.262999,-123.098662,489,"260 Broadway E (at Scotia St.), Vancouver BC V5T 0H7",Coffee Shop,5.8,0.9142651716834107,1.0,96.0,29.0,4.0
3,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,4acd77a2f964a52025cc20e3,Our Town Cafe,49.26299,-123.099959,496,"245 Broadway E (at Kingsway), Vancouver BC V5T 1W4",Coffee Shop,7.6,0.9591341015526321,1.0,61.0,64.0,20.0
4,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,5044114ce4b003e2b452ddee,La Petite Cuillere,49.263551,-123.099764,513,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",Tea Room,8.6,0.8884980859291502,2.0,53.0,25.0,6.0
5,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,60c0e6aabc1aaf0666085360,Nemesis Coffee,49.267058,-123.092687,528,"555 Great Northern Way (btwn Thornton & Carolina), Vancouver BC V5T 1E2",Coffee Shop,8.4,0.9968131206156118,1.0,31.0,16.0,4.0
6,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,5ed9c66ce8d8500007065a63,Whisk Matcha Cafe,49.263989,-123.099963,528,"39 Kingsway, Vancouver BC V5T 3H7",Café,,0.9419560443831251,1.0,,,
7,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,4aa6f149f964a520914b20e3,Bean Around the World,49.262496,-123.100647,569,"2528 Main St (at East Broadway), Vancouver BC V5T 3E4",Café,7.8,0.9529935290802743,1.0,29.0,32.0,10.0
8,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,5b5e23ffc03635002c19648e,Kafka’s Coffee,49.267208,-123.090178,569,"577 Great Northern Way, Vancouver BC V5T 1E1",Café,,0.9567245098229727,1.0,,,
9,012d3e06901cc222b1c2cf0a2ace3a29,0248 St George & Broadway,4aa82a04f964a520be4f20e3,Gene Coffeebar,49.263778,-123.100675,584,"2404 Main St (at Kingsway), Vancouver BC V5T 3E2",Coffee Shop,7.7,0.9352713705524572,1.0,119.0,67.0,28.0
0,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,318,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
1,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,378,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
2,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,404,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
3,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,446,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
4,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,5863ec2e03e29a1f50252532,Starbucks,49.261841,-123.068632,454,"1780 Broadway E, Vancouver BC V5N 1W3",Coffee Shop,6.8,0.8242746934571812,1.0,4.0,1.0,
5,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,513,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
6,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,574,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
7,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,595,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
8,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,656,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
9,a6455af6b689bcbad07ae2c8a3419b50,0249 7th & Woodland,56a02aab498e82754df82099,The Drive Pharmacy,49.269849,-123.069391,690,"1684 Commercial Dr (First Ave), Vancouver BC V5L 3Y4",Health and Medicine,7.0,0.8145003011989662,1.0,3.0,9.0,1.0
0,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,4aa838eaf964a520315020e3,Prado Cafe,49.267249,-123.069414,286,"1938 Commercial Dr (at E 4th Ave), Vancouver BC V5N 4A7",Café,8.1,0.967761994520122,1.0,150.0,127.0,47.0
1,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,5ceb09430e3239002bf155e5,Grounds For Coffee,49.266023,-123.069391,301,"2088 Commercial Dr (5th), Vancouver BC V5N 4B2",Coffee Shop,6.7,0.9708905773304055,1.0,13.0,8.0,1.0
2,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,316,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
3,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,4aa9623af964a520655320e3,Jj Bean House of Coffee,49.264952,-123.069544,342,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",Coffee Shop,7.8,0.9735333553564836,2.0,92.0,113.0,34.0
4,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,352,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
5,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,359,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
6,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,418,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
7,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,56a02aab498e82754df82099,The Drive Pharmacy,49.269849,-123.069391,446,"1684 Commercial Dr (First Ave), Vancouver BC V5L 3Y4",Health and Medicine,7.0,0.8145003011989662,1.0,3.0,9.0,1.0
8,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,5ae13f85c97f28002c732bd7,Toscani Coffee Bar,49.272609,-123.069787,618,"1321 Commercial Dr, Vancouver BC V5L 3X5",Coffee Shop,,0.31950409047628303,1.0,,,
9,475627e149c1a6ba73caac8d8d2fa617,0250 Woodland & 4th,4b6a5a70f964a52036d32be3,Unity Yoga Teahouse,49.26125,-123.070042,637,"1672 10th Ave E (Commercial), Vancouver BC V5N 1X5",Yoga Studio,,0.9155282641223451,,,,
0,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,5ae13f85c97f28002c732bd7,Toscani Coffee Bar,49.272609,-123.069787,304,"1321 Commercial Dr, Vancouver BC V5L 3X5",Coffee Shop,,0.31950409047628303,1.0,,,
1,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,56a02aab498e82754df82099,The Drive Pharmacy,49.269849,-123.069391,319,"1684 Commercial Dr (First Ave), Vancouver BC V5L 3Y4",Health and Medicine,7.0,0.8145003011989662,1.0,3.0,9.0,1.0
2,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,5ce8a6df00b068002d33d8d6,Dive in Dessert Cafe,49.269375,-123.069269,334,"1706 Commercial Dr, Vancouver BC V5N 4A3",Café,,0.6737723713103126,1.0,,,
3,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4aa80372f964a520b84e20e3,Calabria Bar,49.269031,-123.069889,335,"1745 Commercial Dr (btwn E 1st & E 2nd), Vancouver BC V5N 4A4",Bistro,7.4,0.9523522667651231,1.0,85.0,46.0,17.0
4,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4d4de106d6f3224bc258a1a6,Cafe du Soleil,49.27229,-123.069841,344,"1393 Commercial Dr (kitchener street), Vancouver BC V5L 3X5",Café,7.4,0.8341656788636055,2.0,6.0,9.0,4.0
5,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4c1246c08aedd13a66405137,Abruzzo Cappuccino Bar,49.272666,-123.069792,355,"1321 Commercial Dr (Charles), Vancouver BC V5L 3X5",Café,,0.8242552612658129,1.0,,,
6,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4ab96724f964a5203e7f20e3,Continental Coffee 2,49.268474,-123.069437,371,"1806 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A5",Café,7.2,0.9379918773440081,1.0,26.0,32.0,8.0
7,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4f247ee0e4b0717a68890203,Renzo's Cafe,49.272949,-123.069816,383,"1301 Commercial Dr (Charles), Vancouver BC V5L 3X5",Tailor,7.7,0.9178601270865315,1.0,32.0,28.0,14.0
8,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,4adf95f9f964a520d57b21e3,Turk's on the Drive,49.273335,-123.069361,411,"1276 Commercial Dr (at Charles St), Vancouver BC V5L 3X4",Coffee Shop,7.2,0.9432774333961641,1.0,48.0,56.0,18.0
9,f387ec226c432c5c054e3d3616d90501,0252 Woodland & Graveley,5a10b8a16dcf0435cc454214,Spade,49.267985,-123.069476,425,"1858 Commercial Dr (3rd), Vancouver BC V5N 4A5",Coffee Shop,6.5,0.8402285225704903,1.0,13.0,10.0,4.0
0,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,4f247ee0e4b0717a68890203,Renzo's Cafe,49.272949,-123.069816,257,"1301 Commercial Dr (Charles), Vancouver BC V5L 3X5",Tailor,7.7,0.9178601270865315,1.0,32.0,28.0,14.0
1,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,4adf95f9f964a520d57b21e3,Turk's on the Drive,49.273335,-123.069361,263,"1276 Commercial Dr (at Charles St), Vancouver BC V5L 3X4",Coffee Shop,7.2,0.9432774333961641,1.0,48.0,56.0,18.0
2,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,4c1246c08aedd13a66405137,Abruzzo Cappuccino Bar,49.272666,-123.069792,267,"1321 Commercial Dr (Charles), Vancouver BC V5L 3X5",Café,,0.8242552612658129,1.0,,,
3,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,4d4de106d6f3224bc258a1a6,Cafe du Soleil,49.27229,-123.069841,278,"1393 Commercial Dr (kitchener street), Vancouver BC V5L 3X5",Café,7.4,0.8341656788636055,2.0,6.0,9.0,4.0
4,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,4aa9ac06f964a520ca5420e3,Joe's Cafe,49.27422,-123.069355,284,"1150 Commercial Dr (William St), Vancouver BC V5L 3X2",Pool Hall,7.6,0.8712422999941704,1.0,22.0,14.0,10.0
5,1675a77b9af656faf527b4e6de53e63b,0253 Charles & Woodland,5ae13f85c97f28002c732bd7,Toscani Coffee Bar,49.272609,-123.069787,297,"1321 Commercial Dr, Vancouver BC V5L 3X5",Coffee Shop,,0.31950409047628303,1.0,,,
